#Mapping quality	mapping quality
1.0	157.0
2.0	101.0
3.0	148.0
4.0	30.0
5.0	38.0
6.0	57.0
7.0	16.0
8.0	73.0
9.0	67.0
10.0	109.0
11.0	139.0
12.0	272.0
13.0	344.0
14.0	308.0
15.0	259.0
16.0	269.0
17.0	295.0
18.0	504.0
19.0	642.0
20.0	535.0
21.0	609.0
22.0	822.0
23.0	1068.0
24.0	985.0
25.0	775.0
26.0	884.0
27.0	731.0
28.0	922.0
29.0	1033.0
30.0	1191.0
31.0	1262.0
32.0	1065.0
33.0	1560.0
34.0	1581.0
35.0	1798.0
36.0	2277.0
37.0	2556.0
38.0	3333.0
39.0	4168.0
40.0	5234.0
41.0	23223.0
42.0	1918181.0
