#Mapping quality	mapping quality
1.0	144.0
2.0	11.0
3.0	12.0
4.0	31.0
5.0	34.0
6.0	34.0
7.0	44.0
8.0	52.0
9.0	57.0
10.0	105.0
11.0	219.0
12.0	285.0
13.0	198.0
14.0	261.0
15.0	273.0
16.0	316.0
17.0	338.0
18.0	389.0
19.0	450.0
20.0	463.0
21.0	815.0
22.0	677.0
23.0	706.0
24.0	960.0
25.0	1025.0
26.0	869.0
27.0	703.0
28.0	1008.0
29.0	1328.0
30.0	1611.0
31.0	1287.0
32.0	1355.0
33.0	1403.0
34.0	1643.0
35.0	1825.0
36.0	2037.0
37.0	1840.0
38.0	3001.0
39.0	3837.0
40.0	4886.0
41.0	22101.0
42.0	1920984.0
