#Mapping quality	mapping quality
1.0	123.0
2.0	43.0
3.0	19.0
4.0	16.0
5.0	24.0
6.0	5.0
7.0	23.0
8.0	30.0
9.0	75.0
10.0	83.0
11.0	106.0
12.0	361.0
13.0	265.0
14.0	424.0
15.0	303.0
16.0	295.0
17.0	370.0
18.0	385.0
19.0	565.0
20.0	448.0
21.0	565.0
22.0	1038.0
23.0	1060.0
24.0	956.0
25.0	1009.0
26.0	1000.0
27.0	906.0
28.0	959.0
29.0	789.0
30.0	1212.0
31.0	1023.0
32.0	956.0
33.0	1267.0
34.0	1563.0
35.0	2018.0
36.0	1927.0
37.0	2259.0
38.0	2479.0
39.0	4039.0
40.0	5629.0
41.0	22793.0
42.0	1920209.0
