#Mapping quality	mapping quality
1.0	162.0
2.0	24.0
3.0	22.0
4.0	9.0
5.0	6.0
6.0	10.0
7.0	22.0
8.0	38.0
9.0	76.0
10.0	71.0
11.0	114.0
12.0	204.0
13.0	230.0
14.0	214.0
15.0	261.0
16.0	235.0
17.0	334.0
18.0	455.0
19.0	548.0
20.0	509.0
21.0	1139.0
22.0	904.0
23.0	795.0
24.0	853.0
25.0	926.0
26.0	860.0
27.0	684.0
28.0	749.0
29.0	1088.0
30.0	1220.0
31.0	1307.0
32.0	1297.0
33.0	1534.0
34.0	1504.0
35.0	1663.0
36.0	1631.0
37.0	2301.0
38.0	2799.0
39.0	4312.0
40.0	6182.0
41.0	21240.0
42.0	1921091.0
