#Mapping quality	mapping quality
1.0	151.0
2.0	23.0
3.0	16.0
4.0	37.0
5.0	16.0
6.0	45.0
7.0	28.0
8.0	35.0
9.0	35.0
10.0	98.0
11.0	109.0
12.0	161.0
13.0	286.0
14.0	498.0
15.0	351.0
16.0	342.0
17.0	491.0
18.0	517.0
19.0	538.0
20.0	543.0
21.0	589.0
22.0	837.0
23.0	778.0
24.0	916.0
25.0	1061.0
26.0	752.0
27.0	1001.0
28.0	1223.0
29.0	946.0
30.0	958.0
31.0	847.0
32.0	1282.0
33.0	1459.0
34.0	1614.0
35.0	1846.0
36.0	2117.0
37.0	2905.0
38.0	2962.0
39.0	3857.0
40.0	5828.0
41.0	21724.0
42.0	1919800.0
