#Mapping quality	mapping quality
1.0	157.0
2.0	10.0
3.0	3.0
4.0	34.0
5.0	22.0
6.0	3.0
7.0	17.0
8.0	37.0
9.0	64.0
10.0	168.0
11.0	152.0
12.0	152.0
13.0	202.0
14.0	281.0
15.0	302.0
16.0	309.0
17.0	494.0
18.0	540.0
19.0	567.0
20.0	520.0
21.0	889.0
22.0	645.0
23.0	911.0
24.0	1017.0
25.0	897.0
26.0	743.0
27.0	763.0
28.0	877.0
29.0	756.0
30.0	1046.0
31.0	1282.0
32.0	1437.0
33.0	1721.0
34.0	1644.0
35.0	1926.0
36.0	2018.0
37.0	2356.0
38.0	2344.0
39.0	4029.0
40.0	6060.0
41.0	22288.0
42.0	1919924.0
