#Mapping quality	mapping quality
1.0	185.0
2.0	14.0
3.0	19.0
4.0	11.0
5.0	15.0
6.0	14.0
7.0	62.0
8.0	112.0
9.0	60.0
10.0	70.0
11.0	265.0
12.0	170.0
13.0	124.0
14.0	204.0
15.0	282.0
16.0	355.0
17.0	433.0
18.0	422.0
19.0	394.0
20.0	535.0
21.0	720.0
22.0	1067.0
23.0	1007.0
24.0	897.0
25.0	785.0
26.0	866.0
27.0	934.0
28.0	877.0
29.0	1264.0
30.0	1057.0
31.0	1166.0
32.0	1465.0
33.0	1414.0
34.0	1448.0
35.0	1703.0
36.0	1749.0
37.0	2087.0
38.0	3002.0
39.0	4050.0
40.0	6537.0
41.0	22251.0
42.0	1919530.0
