#Mapping quality	mapping quality
1.0	203.0
2.0	193.0
3.0	18.0
4.0	48.0
5.0	13.0
6.0	46.0
7.0	67.0
8.0	80.0
9.0	64.0
10.0	183.0
11.0	263.0
12.0	196.0
13.0	250.0
14.0	245.0
15.0	258.0
16.0	226.0
17.0	203.0
18.0	276.0
19.0	502.0
20.0	692.0
21.0	918.0
22.0	1095.0
23.0	1075.0
24.0	881.0
25.0	791.0
26.0	784.0
27.0	688.0
28.0	815.0
29.0	967.0
30.0	1108.0
31.0	1180.0
32.0	1524.0
33.0	1633.0
34.0	1539.0
35.0	1961.0
36.0	1954.0
37.0	2703.0
38.0	3068.0
39.0	4334.0
40.0	4645.0
41.0	22687.0
42.0	1919237.0
